NOME;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT
ADRIANO CESAR MOREIRA MARTINS;2018-01-02;;;EM FUNCIONAMENTO NORMAL;2018-01-02
ADRIANO CESAR ROSA DA COSTA;2011-03-18;2013-06-11;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-11
ADRIANO CESARE CAMARGOS DE MEDEIROS;2019-05-02;2020-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-07-01
ADRIANO CESARE CAMARGOS DE MEDEIROS;2021-07-08;;;EM FUNCIONAMENTO NORMAL;2021-07-08
ADRIANO COUTO SANTOS;2018-01-16;2019-02-07;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-08
ADRIANO DE ALMEIDA SILVA;2008-08-27;2013-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-30
ADRIANO DE ANDRADE REZENDE;2017-11-30;;;EM FUNCIONAMENTO NORMAL;2017-11-30
ADRIANO DE ARAUJO;2019-11-28;;;EM FUNCIONAMENTO NORMAL;2019-11-28
ADRIANO DE GODOY PENTEADO GATTAZ;2017-10-02;;;EM FUNCIONAMENTO NORMAL;2017-10-02
ADRIANO DE MATOS ANDRADE;2019-04-22;;;EM FUNCIONAMENTO NORMAL;2019-04-22
ADRIANO DE MEDEIROS SOUSA;2012-08-10;2014-12-17;CANCELAMENTO A PEDIDO;CANCELADA;2014-12-17
ADRIANO DE PINHO MAIA FILHO;2007-03-15;;;EM FUNCIONAMENTO NORMAL;2007-03-15
ADRIANO DIAS BARBOSA;2011-12-05;2016-09-06;CANCELAMENTO A PEDIDO;CANCELADA;2016-09-07
ADRIANO DOS REIS STEINMETZ;2020-11-05;;;EM FUNCIONAMENTO NORMAL;2020-11-05
ADRIANO DOS SANTOS PEREZ;2008-12-23;;;EM FUNCIONAMENTO NORMAL;2008-12-23
ADRIANO FERRARESE SCANHOELA;2011-04-12;;;EM FUNCIONAMENTO NORMAL;2011-04-12
ADRIANO FERREIRA DE LIMA;2021-04-16;;;EM FUNCIONAMENTO NORMAL;2021-04-16
ADRIANO GALLO;2019-11-29;;;EM FUNCIONAMENTO NORMAL;2019-11-29
ADRIANO GALLO JUNQUEIRA;2008-11-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO GIOVAN KUREK;2010-12-02;2017-06-13;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-14
ADRIANO GONÇALVES MARQUES;2022-08-15;;;EM FUNCIONAMENTO NORMAL;2022-08-15
ADRIANO GONELLA;2009-09-21;2012-02-01;CANCELAMENTO A PEDIDO;CANCELADA;2012-02-01
ADRIANO HADA;2017-05-08;;;EM FUNCIONAMENTO NORMAL;2017-05-08
ADRIANO HENRIQUE PENA BOTELHO;2011-02-08;2017-03-17;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-18
ADRIANO HOLANDA VIANA FILHO;2008-08-13;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO JOAQUIM BIRNFELD JUNIOR;2019-04-09;2020-01-23;CANCELAMENTO A PEDIDO;CANCELADA;2020-01-24
ADRIANO JOSÉ DE BARROS PRADO;2021-04-19;;;EM FUNCIONAMENTO NORMAL;2021-04-19
ADRIANO LIMA E SILVA;2007-05-22;2007-06-27;CANCELAMENTO A PEDIDO;CANCELADA;2007-06-27
ADRIANO LUIS ANDREIS;2019-09-19;;;EM FUNCIONAMENTO NORMAL;2019-09-19
ADRIANO LUIS GARCIA BARAN MODESTO;2008-02-20;2019-03-12;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-13
ADRIANO LUIZ DE SOUZA;2020-07-20;;;EM FUNCIONAMENTO NORMAL;2020-07-20
ADRIANO LUPION LINERO;2021-04-20;;;EM FUNCIONAMENTO NORMAL;2021-04-20
ADRIANO MACEDO DE GOUVEIA;2009-01-07;2016-03-03;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-04
ADRIANO MAIA MORENO;2004-07-05;2014-07-14;CANCELAMENTO A PEDIDO;CANCELADA;2014-07-14
ADRIANO MALDANER;2021-08-10;;;EM FUNCIONAMENTO NORMAL;2021-08-10
ADRIANO MALTONI;2020-07-02;;;EM FUNCIONAMENTO NORMAL;2020-07-02
ADRIANO MARCEL CANDIDO LEPE;2021-07-22;;;EM FUNCIONAMENTO NORMAL;2021-07-22
ADRIANO MELO ROSA;2021-08-26;;;EM FUNCIONAMENTO NORMAL;2021-08-26
ADRIANO MONTANHOLE;2009-11-11;2011-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2011-09-30
ADRIANO MORANDI RONDELI;2017-08-22;;;EM FUNCIONAMENTO NORMAL;2017-08-22
ADRIANO MURICY SANTOS;2010-03-24;;;EM FUNCIONAMENTO NORMAL;2010-03-24
ADRIANO NOGUEIRA DOS SANTOS;2006-03-10;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO OLIVEIRA LIMA;2021-01-26;2022-01-11;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-12
ADRIANO PATRICIO DE SOUZA;2021-10-06;;;EM FUNCIONAMENTO NORMAL;2021-10-06
ADRIANO PEREIRA FRANÇA;2010-08-03;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO PESSOA DE OLIVEIRA;2012-03-08;2019-06-27;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-28
ADRIANO RADAELLI;2020-02-11;;;EM FUNCIONAMENTO NORMAL;2020-02-11
ADRIANO RAMALHO LIMA;2022-07-28;;;EM FUNCIONAMENTO NORMAL;2022-07-28
ADRIANO RAMOS BURGER;2020-06-22;;;EM FUNCIONAMENTO NORMAL;2020-06-22
ADRIANO SANTOS LOPES FERREIRA;2010-12-02;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO SEVERO MADEIRA;2011-12-14;2020-10-15;CANCELAMENTO A PEDIDO;CANCELADA;2020-10-16
ADRIANO SILVA MARTINS;2021-07-06;;;EM FUNCIONAMENTO NORMAL;2021-07-06
ADRIANO SILVA VIEIRA;2009-05-27;2010-03-04;CANCELAMENTO A PEDIDO;CANCELADA;2010-03-04
ADRIANO SOARES PIMENTA;2019-07-23;;;EM FUNCIONAMENTO NORMAL;2019-07-23
ADRIANO SPERANDIO DE SÁ;2019-02-11;;;EM FUNCIONAMENTO NORMAL;2019-02-11
ADRIANO TADEU SILVESTRINI;2012-03-22;2017-12-26;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-27
ADRIANO TAMIETTI DURÃES;2006-11-09;2008-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2008-12-31
ADRIANO TITO AMORIM ALMEIDA;2018-10-31;2020-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-31
ADRIANO VERMOLHEM;2022-07-28;;;EM FUNCIONAMENTO NORMAL;2022-07-28
ADRIANO VIANNA DE PAULA LEITE;2005-03-03;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIANO VILLA;2019-10-10;2022-02-01;CANCELAMENTO A PEDIDO;CANCELADA;2022-02-02
ADRIANO VOIGT;2009-03-25;;;EM FUNCIONAMENTO NORMAL;2009-03-25
ADRIANO WALLACE ALVES MONTEIRO;2021-04-01;;;EM FUNCIONAMENTO NORMAL;2021-04-01
ADRIANO WEBER;2012-06-13;2019-05-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-06-01
ADRIEL BRITO VIEIRA;2022-01-31;;;EM FUNCIONAMENTO NORMAL;2022-01-31
ADRIEL DE CAMPOS MACEDO PINTO;2020-03-13;;;EM FUNCIONAMENTO NORMAL;2020-03-13
ADRIEL DOMINGUES CASTRO;2018-12-10;;;EM FUNCIONAMENTO NORMAL;2018-12-10
ADRIEL FELIPE DE ESPINDOLA;2020-07-15;;;EM FUNCIONAMENTO NORMAL;2020-07-15
ADRIEL FRANCISCO BRANQUINHO DUARTE;2019-12-10;;;EM FUNCIONAMENTO NORMAL;2019-12-10
ADRIEL HERMEL GRACIOLA;2021-11-05;;;EM FUNCIONAMENTO NORMAL;2021-11-05
ADRIEL MARTINS DE FREITAS BRANCO;2008-10-22;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ADRIEL MONÇANI DE SOUSA;2019-08-30;;;EM FUNCIONAMENTO NORMAL;2019-08-30
ADRIELE BATISTA VILAS BOAS GOIS;2020-01-06;;;EM FUNCIONAMENTO NORMAL;2020-01-06
ADRIELLY LOPES DOS SANTOS;2022-08-16;;;EM FUNCIONAMENTO NORMAL;2022-08-16
ADRIENNE ROSE DARDOT;2014-01-02;;;EM FUNCIONAMENTO NORMAL;2014-01-02
ADROALDO FARO DOS REIS;2007-09-28;2015-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-31
ADVALDO DE CAMPOS;2002-04-29;;;EM FUNCIONAMENTO NORMAL;2002-04-29
ADYR NICCHIO NETO;2019-07-23;;;EM FUNCIONAMENTO NORMAL;2019-07-23
AECIO ALMEIDA NOBREGA NETO;2008-05-21;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
AELSON ANACLETO BARBOSA;2012-03-28;2016-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-20
AELSON DOMINGOS DA SILVA;2019-08-19;2020-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-07-01
AFFONSO HENRIQUE DE MAYRINCK;2008-06-18;;;EM FUNCIONAMENTO NORMAL;2008-06-18
AFLAUDISIO ALVES DA COSTA NETO;2022-01-10;;;EM FUNCIONAMENTO NORMAL;2022-01-10
AFONSO APARECIDO PEREIRA;2007-04-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
AFONSO ARAUJO MADEIRA MENDES;2020-11-05;2021-02-18;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-19
AFONSO DE PAIVA PINHEIRO JUNIOR;2008-08-05;2013-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-30
AFONSO FERREIRA DE ASSIS JÚNIOR;2018-05-25;2018-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-01-01
AFONSO FERREIRA MENDONÇA;2022-07-13;;;EM FUNCIONAMENTO NORMAL;2022-07-13
AFONSO HENRIQUE FERRO BANDETTINI;2019-05-20;;;EM FUNCIONAMENTO NORMAL;2019-05-20
AFONSO PAULO SANTIAGO NETO;2015-12-23;2017-02-13;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-14
AFONSO TAKAO NIHEI;2010-06-23;2011-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2011-03-31
AFRANIO CAMPOS CHAVES;2008-02-15;2012-07-30;CANCELAMENTO A PEDIDO;CANCELADA;2012-07-30
AFRÂNIO RODRIGO GONÇALVES;2020-02-18;;;EM FUNCIONAMENTO NORMAL;2020-02-18
ÁGATA PANOUTSOS LIMA;2021-04-26;2021-09-24;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-25
AGENOR BRAZ JUNIOR;2001-10-31;2002-11-18;CANCELAMENTO A PEDIDO;CANCELADA;2002-11-18
AGNALDO COSTA FRANCA;2021-07-23;;;EM FUNCIONAMENTO NORMAL;2021-07-23
AGNALDO ISHIKAVA;2017-11-07;2020-09-22;CANCELAMENTO A PEDIDO;CANCELADA;2020-09-23
AGNES ALCANTARA GALHEGO;2021-08-23;;;EM FUNCIONAMENTO NORMAL;2021-08-23
AGNES COPPELMANS;2009-03-03;2013-05-06;CANCELAMENTO A PEDIDO;CANCELADA;2013-05-06
AGNES COSTA MACEDO;2022-02-23;;;EM FUNCIONAMENTO NORMAL;2022-02-23
AGNES VERONICA SCHMITZ CATTANI;2002-01-18;2009-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2009-06-30
AGOSTIN CRISTIANO MIGUEL DA SILVA;2007-04-25;;;EM FUNCIONAMENTO NORMAL;2007-04-25
AGOSTINHO BERTUSO NETO;2022-07-13;;;EM FUNCIONAMENTO NORMAL;2022-07-13
AGOSTINHO FERREIRA DA SILVA FILHO;2003-08-05;;;EM FUNCIONAMENTO NORMAL;2020-11-13
AGUINALDO ALEXANDER DOMINGUES;2021-02-23;;;EM FUNCIONAMENTO NORMAL;2021-02-23
AGUINALDO DA SILVA SEBASTIÃO;2017-04-07;2020-03-23;CANCELAMENTO A PEDIDO;CANCELADA;2020-03-24
AGUINALDO DARESI;2002-09-04;2003-09-03;CANCELAMENTO POR FALECIMENTO;CANCELADA;2003-09-03
AGUINALDO PIRES COUTO;2008-01-04;2016-11-09;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-10
AGUINALDO QUIRINO DOS SANTOS;2012-07-03;2022-01-06;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-07
AIDA GOMES DE ALMEIDA YAMAZAKI;2004-02-02;2012-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-31
AIDA REGINA DINIZ ALVES GARCIA;2017-05-16;;;EM FUNCIONAMENTO NORMAL;2017-05-16
AILTON ALVES EVANGELISTA;2019-05-10;;;EM FUNCIONAMENTO NORMAL;2019-05-10
AILTON APARECIDO DE ALMEIDA;2019-04-17;2021-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-01
AILTON BASILIO DE MICO;2022-04-06;;;EM FUNCIONAMENTO NORMAL;2022-04-06
AILTON GARCIA;2004-11-03;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
AILTON GILBERTO DE CARVALHO;2011-12-05;2019-10-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-11-01
AILTON GUILLEN GOMES;2011-02-15;2012-12-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-28
AILTON OTTONI DE OLIVEIRA JUNIOR;2021-11-03;;;EM FUNCIONAMENTO NORMAL;2021-11-03
AILY MURASHIGE;2020-02-10;;;EM FUNCIONAMENTO NORMAL;2020-02-10
AIRA FRANCIELLE SANTOS DE OLIVEIRA;2022-05-13;;;EM FUNCIONAMENTO NORMAL;2022-05-13
AIRES FUNES;2009-04-14;2015-05-22;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-22
AIRES OLIVEIRA ANDRADE RUFATO;2022-02-23;;;EM FUNCIONAMENTO NORMAL;2022-02-23
AIRESLENE ROCHA SANTOS;2004-09-01;2010-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-30
AÍRIS SUE ELLEN RAMOS BILELA;2020-09-09;;;EM FUNCIONAMENTO NORMAL;2020-09-09
AIRTON ADELAR HACK;2010-02-10;2018-05-03;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-04
AIRTON DE MEDEIROS BRUN;2022-01-18;;;EM FUNCIONAMENTO NORMAL;2022-01-18
AIRTON KELNER;2004-03-04;2008-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2008-12-31
AIRTON LOZANO;2017-06-29;;;EM FUNCIONAMENTO NORMAL;2017-06-29
AIRTON SARI DE AZAMBUJA CASANI NETO;2022-03-16;;;EM FUNCIONAMENTO NORMAL;2022-03-16
AIRTON VACARO;2011-05-27;2018-03-09;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-10
AISLAN ARIEL TITO;2013-03-21;;;EM FUNCIONAMENTO NORMAL;2013-03-21
AKAUÃ SARTO;2020-12-11;;;EM FUNCIONAMENTO NORMAL;2020-12-11
AKIO ARASHIRO;2017-11-13;2017-12-12;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-13
AKIRA KANEGAE;2002-01-28;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
AKOTIRENE DOS SANTOS PAIM;2014-06-10;2018-03-29;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-30
ALÃ COSTA DA MOTA;2011-06-22;;;EM FUNCIONAMENTO NORMAL;2011-06-22
ALAERSIO PRESOTTO;2010-02-03;2012-03-27;CANCELAMENTO A PEDIDO;CANCELADA;2012-03-27
ALAF TERRIN;2014-10-23;;;EM FUNCIONAMENTO NORMAL;2014-10-23
ALAIN MAX BERKOWITZ;2002-02-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALAN ABRAMOFF LISNOVETZKY;2013-02-05;2015-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2015-03-31
ALAN ADVÍNCULA VERAS;2019-10-22;2020-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2020-09-29
ALAN ALESSANDRETTI;2009-03-03;2011-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2011-12-30
ALAN AURELIO SILVA;2022-07-19;;;EM FUNCIONAMENTO NORMAL;2022-07-19
ALAN BARBOSA BRITO;2022-06-09;;;EM FUNCIONAMENTO NORMAL;2022-06-09
ALAN BLASZKOWSKI CAI;2019-03-01;;;EM FUNCIONAMENTO NORMAL;2019-03-01
ALAN BREHMER;2010-04-20;2018-06-15;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-16
ALAN BRUNO KAUS WEBER DE CAMPOS;2022-01-18;;;EM FUNCIONAMENTO NORMAL;2022-01-18
ALAN CERATTI PERNANCHINI;2020-12-16;;;EM FUNCIONAMENTO NORMAL;2020-12-16
ALAN CHAGAS DE PINHO;2021-10-27;;;EM FUNCIONAMENTO NORMAL;2021-10-27
ALAN COLARES BOTELHO DE CARVALHO;2022-07-06;;;EM FUNCIONAMENTO NORMAL;2022-07-06
ALAN CORDEIRO LIMA;2020-11-13;;;EM FUNCIONAMENTO NORMAL;2020-11-13
ALAN COSTA MIRANDA;2019-08-06;2020-08-24;CANCELAMENTO A PEDIDO;CANCELADA;2020-08-25
ALAN DA COSTA GOBBI;2010-08-31;2012-09-04;CANCELAMENTO A PEDIDO;CANCELADA;2012-09-04
ALAN DAPPELFED;2021-04-01;;;EM FUNCIONAMENTO NORMAL;2021-04-01
ALAN DE ANDRADE JESUS;2018-10-09;;;EM FUNCIONAMENTO NORMAL;2018-10-09
ALAN DE CARVALHO TEIXEIRA;2020-10-08;;;EM FUNCIONAMENTO NORMAL;2020-10-08
ALAN DE MELO SOBRAL;2021-11-12;;;EM FUNCIONAMENTO NORMAL;2021-11-12
ALAN DE OLIVEIRA PAULINO GUARIROBA;2021-01-08;;;EM FUNCIONAMENTO NORMAL;2021-01-08
ALAN DE SOUZA COELHO;2019-02-27;;;EM FUNCIONAMENTO NORMAL;2019-02-27
ALAN DETTMER;2021-04-22;;;EM FUNCIONAMENTO NORMAL;2021-04-22
ALAN DIAS PIMENTEL;2021-07-06;;;EM FUNCIONAMENTO NORMAL;2021-07-06
ALAN DIEGO MENDES;2021-09-08;;;EM FUNCIONAMENTO NORMAL;2021-09-08
ALAN EDUARDO JORGE;2017-10-25;;;EM FUNCIONAMENTO NORMAL;2017-10-25
ALAN FELDON;2010-12-16;;;EM FUNCIONAMENTO NORMAL;2010-12-16
ALAN FELIPE DE TOMIM;2022-05-23;;;EM FUNCIONAMENTO NORMAL;2022-05-23
ALAN FERREIRA RAIMONDI;2018-10-04;;;EM FUNCIONAMENTO NORMAL;2018-10-04
ALAN FINAZZI SBEGHEN;2020-12-11;;;EM FUNCIONAMENTO NORMAL;2020-12-11
ALAN GONCALVES DOMINGUES;2022-05-04;;;EM FUNCIONAMENTO NORMAL;2022-05-04
ALAN GRAICZIK AMBROZI;2020-12-04;2021-11-12;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-13
ALAN GUSTAVO DINIS PEREIRA;2022-01-20;;;EM FUNCIONAMENTO NORMAL;2022-01-20
ALAN GUTIERREZ ANDRADE;2018-10-09;2020-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2021-01-01
ALAN JEFERSON PEREIRA GARCIA DE ARRUDA CÂMARA;2010-07-09;2012-12-17;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-17
ALAN JUNIOR DIOGO SANTOS;2020-11-26;;;EM FUNCIONAMENTO NORMAL;2020-11-26
ALAN KAIQUE CRUZ CAMARGO;2021-11-04;;;EM FUNCIONAMENTO NORMAL;2021-11-04
ALAN LACERDA PEREIRA;2019-10-07;;;EM FUNCIONAMENTO NORMAL;2019-10-07
ALAN LEOTÉRIO LACERDA DE CALDAS;2017-01-11;;;EM FUNCIONAMENTO NORMAL;2017-01-11
ALAN MARCO METZ;2020-09-03;;;EM FUNCIONAMENTO NORMAL;2020-09-03
ALAN MARIANTE VIEIRA;2021-05-21;;;EM FUNCIONAMENTO NORMAL;2021-05-21
ALAN MARLON APARECIDO FORNAZIER;2016-04-05;;;EM FUNCIONAMENTO NORMAL;2016-04-05
ALAN MARTINS DO NASCIMENTO;2006-07-19;2022-01-26;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-27
ALAN MARTINS MAGALHÃES;2017-05-19;;;EM FUNCIONAMENTO NORMAL;2017-05-19
ALAN MENDONÇA DE OLIVEIRA;2020-08-04;;;EM FUNCIONAMENTO NORMAL;2020-08-04
ALAN MESSER;2006-11-28;;;EM FUNCIONAMENTO NORMAL;2006-11-28
ALAN MORAES FERREIRA;2020-10-08;2021-07-16;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-17
ALAN MOTTA DIAS;2021-05-13;;;EM FUNCIONAMENTO NORMAL;2021-05-13
ALAN NIETO LUTFI;2008-06-04;;;EM FUNCIONAMENTO NORMAL;2008-06-04
ALAN NUSBAUM;2005-11-18;2010-06-30;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-30
ALAN PABLO SANTOS RUBINI;2020-03-04;;;EM FUNCIONAMENTO NORMAL;2020-03-04
ALAN PALHETA SANT' ANNA;2008-11-13;2016-10-11;CANCELAMENTO A PEDIDO;CANCELADA;2016-10-12
ALAN PAULO JORGE PAULUTE;2020-10-01;;;EM FUNCIONAMENTO NORMAL;2020-10-01
ALAN PAULO JORGE PAULUTE;2020-09-18;2020-09-18;REGISTRO INDEVIDO;CANCELADA;2020-09-18
ALAN PEREIRA DIAS;2010-04-28;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALAN PEREIRA DIAS;2015-05-22;;;EM FUNCIONAMENTO NORMAL;2015-05-22
ALAN PEREIRA DOS SANTOS;2022-06-01;;;EM FUNCIONAMENTO NORMAL;2022-06-01
ALAN PEREIRA MARTINS DE OLIVEIRA;2009-06-12;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALAN PINTO ESTIGUER;2005-04-13;2017-03-16;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-17
ALAN PLÁCIDO REZENDE SOUZA SOBRAL;2020-11-11;;;EM FUNCIONAMENTO NORMAL;2020-11-11
ALAN PUJOL CAVALIERE;2021-01-29;2022-01-14;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-15
ALAN QUILIMARTE;2010-11-10;2014-08-27;CANCELAMENTO A PEDIDO;CANCELADA;2014-08-27
ALAN RAFAEL DA SILVA BRANDINI;2019-07-02;;;EM FUNCIONAMENTO NORMAL;2019-07-02
ALAN REDIGOLO TARTALHO;2020-01-08;2021-04-15;CANCELAMENTO A PEDIDO;CANCELADA;2021-04-16
ALAN RICARDO DE MOURA;2021-10-01;;;EM FUNCIONAMENTO NORMAL;2021-10-01
ALAN RICHARD GARCIA ALVES;2022-05-19;;;EM FUNCIONAMENTO NORMAL;2022-05-19
ALAN ROCHA LOBO;2019-02-15;2019-12-02;CANCELAMENTO A PEDIDO;CANCELADA;2019-12-03
ALAN RODRIGUES MANDARINO;2021-11-08;;;EM FUNCIONAMENTO NORMAL;2021-11-08
ALAN RODRIGUES MANDARINO;2013-09-23;2019-04-22;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-23
ALAN SANTOS DE MIRANDA;2022-02-08;;;EM FUNCIONAMENTO NORMAL;2022-02-08
ALAN SCHNEIDER GELAIN;2008-10-14;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALAN SILVA;2021-02-24;;;EM FUNCIONAMENTO NORMAL;2021-02-24
ALAN SILVA GUIMARÃES PEREIRA;2020-02-17;;;EM FUNCIONAMENTO NORMAL;2020-02-17
ALAN SOUZA PAIVA;2011-10-04;2018-02-26;CANCELAMENTO A PEDIDO;CANCELADA;2018-02-27
ALAN VALNEY DE SOUSA NÓBREGA;2022-03-31;;;EM FUNCIONAMENTO NORMAL;2022-03-31
ALANA BARBOSA DE OLIVEIRA;2019-08-13;2022-05-11;CANCELAMENTO A PEDIDO;CANCELADA;2022-05-12
ALANA EMILY DORIGON;2020-11-12;;;EM FUNCIONAMENTO NORMAL;2020-11-12
ALANA LESSA MATHIAS;2001-10-31;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALANA LUCIA GUERRA DE SOUZA;2022-03-04;;;EM FUNCIONAMENTO NORMAL;2022-03-04
ALANDSON DE LACERDA TAVARES;2021-05-07;;;EM FUNCIONAMENTO NORMAL;2021-05-07
ALAOR INACIO RAMBO;2018-04-16;;;EM FUNCIONAMENTO NORMAL;2018-04-16
ALAOR JARDIM BARBOSA DA SILVA;2007-07-11;;;EM FUNCIONAMENTO NORMAL;2007-07-11
ALAOR VALENTE TAVARES;2011-04-13;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
ALAYR QUEIROZ LOPES;2021-04-27;;;EM FUNCIONAMENTO NORMAL;2021-04-27
ALBERICO RODRIGUES DA SILVA JUNIOR;2019-10-02;;;EM FUNCIONAMENTO NORMAL;2019-10-02
ALBERT CICERO MILITAO ARAUJO DE LIMA;2018-01-24;;;EM FUNCIONAMENTO NORMAL;2018-01-24
ALBERT JEAN GONIN;2001-10-31;2014-08-28;CANCELAMENTO A PEDIDO;CANCELADA;2014-08-28
ALBERT SAADIA;2007-08-27;;;EM FUNCIONAMENTO NORMAL;2007-08-27
ALBERT YUKIO TAKAHASHI;2018-05-25;;;EM FUNCIONAMENTO NORMAL;2018-05-25
ALBERTO ALMEIDA FILHO;2021-01-26;;;EM FUNCIONAMENTO NORMAL;2021-01-26
ALBERTO AMIN SAID SABBA;2008-02-27;2018-01-29;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-30
ALBERTO ANDREOTTI NETO;2009-08-26;2016-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-01
ALBERTO ATAIDE DEL RASO;2010-06-23;2011-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2011-03-30
