CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
10.767.211/0001-08;ABS PARTNERS AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2009-08-10;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA JOÃO INÁCIO LEMES;104 APTO 201;GENERAL OSÓRIO;UBERLÂNDIA;MG;38400230;34;32237751;renatoabs@hotmail.com;
18.745.994/0001-30;ABSOLUTINVEST AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;ABSOLUTINVEST AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2013-10-01;2021-07-21;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-22;SEDE;RUA PEDROSO ALVARENGA 584 RUA PEDROSO ALVARENGA 584;CONJUNTO 7;ITAIM BIBI;SÃO PAULO;SP;4531001;11;30713620;rafael@absolutinvest.com.br;
14.445.199/0001-76;ABUCATER - AGENTE AUTÔNOMO DE INVESTIMENTOS - EIRELI;;2012-06-13;;;EM FUNCIONAMENTO NORMAL;2012-06-13;SEDE;RUA FRADIQUE COUTINHO;1640  APT 82;VILA MADALENA;SÃO PAULO;SP;5416002;11;35133020;italo.abucater@br.icap.com;
11.730.668/0001-00;AC PARTNERS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;AC PARTNERS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2010-08-10;2015-12-09;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-10;SEDE;AV. ATAULFO DE PAIVA, Nº 204;501;LEBLON;RIO DE JANEIRO;RJ;22440033;021;25091757;bruno.rocha@ariacapital.com.br;
12.080.590/0001-99;AC23 AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2010-07-16;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA PEREIRA DA SILVA Nº 330;APTO 705;LARANJEIRAS;RIO DE JANEIRO;RJ;22221140;21;21388400;alvaro.castro@prospercorretora.com.br;
30.565.490/0001-34;ACACIAS AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA;ACACIAS AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA;2018-08-14;;;EM FUNCIONAMENTO NORMAL;2018-08-14;SEDE;RUA DAS ACÁCIAS 42;APTO 101;GÁVEA;RIO DE JANEIRO;RJ;22451060;11;32583903;titabulcao@gmail.com;
17.402.846/0001-50;ACAMARGO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;ACAMARGO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2013-02-19;;;EM FUNCIONAMENTO NORMAL;2013-02-19;SEDE;AVENIDA ESTACIO DE SA;1625;GRANJA VIANA;SÃO PAULO;SP;6706005;11;46124266;alessandra.camargo@futuraonline.com.br;
10.217.851/0001-44;AÇÃO INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;AÇÃO INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;2008-12-02;;;EM FUNCIONAMENTO NORMAL;2008-12-02;SEDE;AVENIDA MÁRIO YPIRANGA 315 EDIF THE OFFICE, SALA 620;;ADRIANÓPOLIS;MANAUS;AM;69057000;92;33051500;regulatorio@lsvl.com.br;
15.187.671/0001-80;AÇÃOBRASIL INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;AÇÃOBRASIL INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2012-05-15;;;EM FUNCIONAMENTO NORMAL;2012-05-15;SEDE;TRAVESSA ALMIRANTE WANDENKOLK 593;2º ANDAR;NAZARÉ;BELÉM;PA;66055030;91;32056800;marciobaenabraga@gmail.com;http://www.acaob.com.br/
11.413.845/0001-25;AÇÃODALL'OCA  AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2010-11-05;2014-06-10;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-10;SEDE;SHLS 76 CONJ B BLF;76 - CONJ B BLF;ASA SUL;BRASÍLIA;DF;70390904;061;30398939;lucianomirandaxp@gmail.com;www.adinvestimentos.com.br
16.560.363/0001-11;ACCESS - AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2012-09-13;2017-12-21;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-22;SEDE;AV ELIAS AGOSTINHO Nº 340;SALA 216;IMBETIBA;MACAÉ;RJ;27913350;022;33116548;luiz.ribeiro@accessinvestimentos.com.br;www.accessinvestimentos.com.br
27.909.277/0001-98;ACCESS INVESTIMENTOS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;ACCESS INVESTIMENTOS AGENTE AUTÔNOMO DE INVESTIMENTOS;2017-07-27;;;EM FUNCIONAMENTO NORMAL;2017-07-27;SEDE;RUA EWERTON VISCO 290;SL 911/912;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820022;71;92221403;tiago.soares@accessinvest.com.br;
36.349.961/0001-53;ACCIO PARTNERS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;ACCIO PARTNERS AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2020-02-21;;;EM FUNCIONAMENTO NORMAL;2020-02-21;SEDE;AVENIDA MARCOS PENTEADO DE ULHÔA RODRIGUES 939 8 ANDAR - TORRE 1 - SALA 872;;TAMBORÉ;BARUERI;SP;6460040;11;41182940;veridiana@accioadvisors.com.br;
10.316.551/0001-12;ACCIS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2008-10-30;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AV. CELSO GARCIA, 1907;BLOCO 08, APTO. 23;BELEM;SÃO PAULO;SP;3015000;11;31043229;eduardo.bacic@walpires.com.br;
10.531.756/0001-10;ACCOST AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-04-08;2012-07-17;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-07-17;SEDE;RUA GABRIEL IDALIO DE CAMARGO;Nº330 - SALA 2;VILA PAVAN;AMERICANA;SP;13465130;19;36042797;accost@vivax.com.br;
54.961.800/0001-06;ACE AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2007-01-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA ESTILO BARROCO, 679;APTO. 191;SANTO AMARO;SÃO PAULO;SP;4709011;11;38160841;richard@slw.com.br;
11.944.496/0001-78;ACERTA AGENTE AUTONOMO DE INVESTIMENTO LTDA EPP;ACERTA AGENTE AUTONOMO DE INVESTIMENTO LTDA EPP;2011-02-02;2021-03-17;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-18;SEDE;RUA VISCONDE DO RIO BRANCO;550/;CIDADE ALTA;PIRACICABA;SP;13419115;019;33029273;atendimento@acertainvestimentos.com.br;acertainvestimentos.com.br
11.397.804/0001-92;ACG INVEST AGENTE AUTONOMO DE INVESTIMENTO EIRELE;ACG INVEST AGENTE AUTONOMO DE INVESTIMENTO EIRELE;2011-09-13;2015-12-17;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-18;SEDE;AV DR JOSÉ DE CASTRO DUARTE;N 1270;RECANTO REAL;SÃO JOSÉ DO RIO PRETO;SP;15092240;17;31217192;alecostantini@acginvest.com.br;
10.237.374/0001-89;ACIONISTA AGENTE AUTONOMO DE INVESTIMENTO - EIRELE;ACIONISTA AGENTE AUTONOMO DE INVESTIMENTO - EIRELE;2009-01-08;2016-01-11;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-12;SEDE;RUA MINISTRO GODOI 420;AP 12;AGUA BRANCA;SÃO PAULO;SP;5015000;11;38713823;amadeuzn@ig.com.br;
43.305.943/0001-35;ACM AGENTE AUTONOMO DE INVESTIMENTOS LTDA;ACM AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2021-12-30;;;EM FUNCIONAMENTO NORMAL;2021-12-30;SEDE;RUA RIO GRANDE DO SUL 382;SALA 01;CENTRO;SOROCABA;SP;18035500;;;artur.shiguefuzi@acmcapital.com.br;
04.590.374/0001-65;AçOES & OPçOES AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2002-01-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA CANTAGALO;0/298 APTº  162;TATUAPÉ;SÃO PAULO;SP;3319000;011;25793506;jose.parras@corval.com.br;importacao
08.395.802/0001-50;AÇOES INVEST SOCIEDADE DE AGENTES AUTONOMOS DE INVESTIMENTO S/S LTDA;;2007-05-15;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;AV DR ALTINO ARANTES 188;COBERTURA;CENTRO;OURINHOS;SP;19900030;14;33246443;rogerio.acoesinvest@gmail.com;
06.827.230/0001-05;AÇÕES LINK - AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2004-09-09;2012-06-28;EXTINÇÃO;CANCELADA;2012-06-28;SEDE;RUA MARQUES DE OLINDA, Nº 61;205;BOTAFOGO;RIO DE JANEIRO;RJ;22251040;21;25370237;andre.paiva@terra.com.br;
12.319.626/0001-44;AÇÕES PLATINUM AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;;2011-03-21;2012-07-18;EXTINÇÃO;CANCELADA;2012-07-18;SEDE;AV. JAGUARARI,4990 LOJA 22;SHOPPING GREEN MAL;CANDELÁRIA;NATAL;RN;59064500;84;20101280;atendimento.natal@eum.com.br;
17.326.429/0001-76;ACONCAGUA AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;ACONCAGUA AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2013-04-25;2015-10-27;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-28;SEDE;RUA FRADIQUE COUTINHO 771;APTO 184;PINHEIROS;SÃO PAULO;SP;5416011;11;91120811;cris.yoshioka@gmail.com;
15.292.272/0001-80;ACOZ AGENTE AUTONOMO DE INVESTIMENTO - EIRELI;;2012-05-15;2014-11-07;CANCELAMENTO A PEDIDO;CANCELADA;2014-11-07;SEDE;AV LAGEADO, 651;201;PETRÓPOLIS;PORTO ALEGRE;RS;90460110;51;99864806;elisamc@terra.com.br;
15.410.039/0001-54;ACQUA VERO AGENTE AUTONOMO DE INVESTIMENTOS LTDA;ACQUA VERO AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2012-08-02;;;EM FUNCIONAMENTO NORMAL;2012-08-02;SEDE;RUA PADRE JOÃO MANUEL 923;11 ANDAR;CERQUEIRA CÉSAR;SÃO PAULO;SP;1411001;11;31207880;eduardo_akira@hotmail.com;
12.831.422/0001-98;ACQUARIO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;ACQUARIO AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2011-01-04;2015-06-03;CANCELAMENTO A PEDIDO;CANCELADA;2015-06-03;SEDE;RUA SIMOES PINTO 132;;JARDIM AEROPORTO;SÃO PAULO;SP;4356100;11;38421122;ronaldo.scarin@cmcapitalmarkets.com.br;
15.392.027/0001-44;ACRE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;ACRE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2012-07-26;2021-02-08;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-09;SEDE;ESTRADA DA USINA 563 ESTRADA DA USINA 563;1002;MORADA DO SOL;RIO BRANCO;AC;69901097;68;32238913;gustavo.silveira@acreinvestimentos.com.br;http://acreinvestimentos.com.br/
30.815.775/0001-86;ACROSS - AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA;ACROSS - AGENTE AUTÔNOMO DE INVESTIMENTO;2018-07-17;;;EM FUNCIONAMENTO NORMAL;2018-07-17;SEDE;SRTVS CONJUNTO D BLOCOS A 701;SL 723/724;ASA SUL;BRASÍLIA;DF;70340907;61;33210045;gustavo@acrossinvestimentos.com.br;
18.880.284/0001-13;ACT INVEST AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;ACT INVEST AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;2013-11-21;;;EM FUNCIONAMENTO NORMAL;2013-11-21;SEDE;AVENIDA TANCREDO NEVES 620;2301-2303;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820020;71;81538153;diogo@actinvestimentos.com.br;
46.138.407/0001-80;ACTUS AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;ACTUS AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;2022-07-14;;;EM FUNCIONAMENTO NORMAL;2022-07-14;SEDE;RUA TOBIAS DA SILVA 120;SALA 809;MOINHOS DE VENTO;PORTO ALEGRE;RS;90570020;51;33033707;beteborges@actusinvest.com.br;
46.684.020/0001-20;AD AGENTES AUTONOMOS DE INVESTIMENTOS SS LTDA;AD AGENTES AUTONOMOS DE INVESTIMENTOS SS LTDA;2022-07-29;;;EM FUNCIONAMENTO NORMAL;2022-07-29;SEDE;AVENIDA CAPITÃO OLINTO MANCINI 878;;CENTRO;TRÊS LAGOAS;MS;79601090;18;97416600;alvarojuan77@hotmail.com;
02.775.231/0001-00;AD INVESTIMENTOS SOC. SIMPLES DE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;AÇÃO DIRECT;2001-10-31;2010-12-22;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2010-12-22;SEDE;AV. ENG. ÁLVARO NIEMEYER,  187;PARTE;SãO CONRADO;RIO DE JANEIRO;RJ;22610180;21;33226982;saboya@swanforsale.com.br;
36.000.256/0001-46;Adami Partners Agente Autonomo de Investimentos Eireli;;2020-02-27;;;EM FUNCIONAMENTO NORMAL;2020-02-27;SEDE;Avenida Túlio de Rose;330/402c;Jardim Europa;PORTO ALEGRE;RS;91340110;51;98232630;adami@adamipartners.com.br;
21.949.541/0001-30;ADAPTE INVEST AGENTES AUTÔNOMOS DE INVESTIMENTO S/S LTDA;ADAPTE INVEST AGENTES AUTÔNOMOS DE INVESTIMENTO S/S LTDA;2018-12-06;;;EM FUNCIONAMENTO NORMAL;2018-12-06;SEDE;RUA SORIANO DE SOUSA 189 4º ANDAR, SALA 42 E 43;;TATUAPÉ;SÃO PAULO;SP;3066020;11;51966844;depoian@gmail.com;
24.666.816/0001-17;ADD MONEY AGENTE AUTONOMO DE INVESTIMENTO EIRELI-ME;ADD MONEY AGENTE AUTONOMO DE INVESTIMENTO EIRELI-ME;2017-02-01;;;EM FUNCIONAMENTO NORMAL;2017-02-01;SEDE;RUA ITAJAÍ;351 - sala 01;CENTRO;JOINVILLE;SC;89201090;47;30266164;rosa.turra@aai-bnpparibas.com.br;
45.213.974/0001-91;ADDERE CAPITAL - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;ADDERE CAPITAL - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2022-02-22;;;EM FUNCIONAMENTO NORMAL;2022-02-22;SEDE;AVENIDA DOUTOR PAULO DE MORAES 555;1ªANDAR, SALA 15-F;PAULISTA;PIRACICABA;SP;13400972;;;carlos.brito@adderecapital.com.br;
17.096.379/0001-88;ADF NUZZI AGENTE AUTONOMO DE INVESTIMENTO;ADF NUZZI AGENTE AUTONOMO DE INVESTIMENTO;2012-12-10;;;EM FUNCIONAMENTO NORMAL;2012-12-10;SEDE;ALAMEDA DOS MARACATINS;780/1304;MOEMA;SÃO PAULO;SP;4089001;11;43022915;alexandre.nuzzi@eum.com.br;
12.445.510/0001-51;ADH - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;ADH - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2010-10-06;;;EM FUNCIONAMENTO NORMAL;2010-10-06;SEDE;AVENIDA BRIGADEIRO FARIA LIMA;1982/CJ. 1301;JARDIM PAULISTANO;SÃO PAULO;SP;1451000;11;30321623;arielhd@yahoo.com;
12.519.345/0001-35;ADJ AGENTE AUTÔNOMO DE INVESTIMENTO LTDA.;;2011-06-07;2016-11-28;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-29;SEDE;RUA VALDIR DE PAULA, N° 08;;NOVA JANDIRA;JANDIRA;SP;6636030;11;21114800;andrefs2004@superig.com.br;
09.323.937/0001-72;ADLC AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2008-04-15;2009-04-22;EXTINÇÃO;CANCELADA;2009-04-22;SEDE;RUA INDIANA, 524;APTO.152;BROOKLIN PAULISTA;SÃO PAULO;SP;4562905;011;30499240;acarneiro@bancofator.com.br;
03.924.794/0001-78;ADOLPHO RIBEIRO NETO AGENTE AUTÔNOMO DE INVESTIMENTOS;;2006-06-07;2017-05-24;CANCELAMENTO A PEDIDO;CANCELADA;2017-05-25;SEDE;AVENIDA TANCREDO NEVES ED MUNDO PLAZA;620/sala 2515;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820020;71;33411411;adolpho@arninvestimentos.com.br;
11.864.005/0001-89;ADONAI HASHEM AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2010-08-18;2013-01-03;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2013-01-04;SEDE;ALMEIDA GOIS 65;APTO 131;VILA GUMERCINDO;SÃO PAULO;SP;4131040;11;20633839;fiscal@formigaricontabilidade.com.br;
31.785.893/0001-51;ADR AGENTE AUTONOMO DE INVESTIMENTOS;ADR AGENTE AUTONOMO DE INVESTIMENTOS;2018-11-26;;;EM FUNCIONAMENTO NORMAL;2018-11-26;SEDE;AVENIDA PROFESSOR MAGALHÃES NETO 1550;SALA 304;PITUBA;SALVADOR;BA;41810012;71;93201966;adalto@adrinvestimentos.com;
08.749.787/0001-09;ADS AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;;2007-07-11;2011-07-04;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2011-07-04;SEDE;RUA PADRE LADISLAU KULA;444/CASA 02;SANTO INÁCIO;CURITIBA;PR;82010210;41;35283074;dramos@bancofator.com.br;
41.564.752/0001-62;ADVANCE AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA;ADVANCE AGENTE AUTÔNOMO DE INVESTIMENTOS S/S LTDA;2021-06-07;;;EM FUNCIONAMENTO NORMAL;2021-06-07;SEDE;RUA PAULO DI FAVARI;694/ANDAR 1 SALA 8;RUDGE RAMOS;SÃO BERNARDO DO CAMPO;SP;9618100;11;82630828;luciane.rossi@afscapital.com.br;www.afscapital.com.br
10.929.355/0001-13;ADVISERS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;ADVISERS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;2009-08-05;2015-12-11;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-12;SEDE;RUA DR. ALBUQUERQUE LINS, 902;APTO 22;SANTA CECILIA;SÃO PAULO;SP;1230000;11;55848489;rogerio@jccontabilidade.com.br;
15.703.484/0001-02;ADX AGRO INVEST AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S LTDA;ADX AGRO INVEST AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S LTDA;2012-07-11;;;EM FUNCIONAMENTO NORMAL;2012-07-11;SEDE;AVENIDA ANTÔNIO CARLOS MAGALHÃES 3591;SALA 1502;PARQUE BELA VISTA;SALVADOR;BA;40280000;071;30215800;alaytynher@adxinvest.com.br;
08.989.150/0001-81;AEG AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2007-10-17;2016-05-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-20;SEDE;SRTVS 701 BL. O ED. MULT;SALA 368;ASA SUL;BRASÍLIA;DF;70340000;61;33235845;alexandre@aeginvestimentos.com.br;
20.248.273/0001-67;AEQUILIBRIUM AGENTE AUTONOMO DE INVESTIMENTO SS LTDA ME;AEQUILIBRIUM AGENTE AUTONOMO DE INVESTIMENTO SS LTDA ME;2014-05-22;2019-07-23;CANCELAMENTO A PEDIDO;CANCELADA;2019-07-24;SEDE;AVENIDA VEREADOR ABEL FERREIRA;1844 - CJ 503;VILA REGENTE FEIJÓ;SÃO PAULO;SP;3340000;11;60528572;bruno@aequilibriuminvestimentos.com;
23.768.167/0001-00;AF INVESTIMENT AAI AGENTE AUTONOMO DE INVESTIMENTO - EIRELI - ME;AF INVESTMENT AAI;2015-12-29;2017-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2018-01-01;SEDE;RUA ARY ORLANDO FROEHLICH 155;CASA;ITOUPAVA CENTRAL;BLUMENAU;SC;89066240;47;32881912;alessio.ferreira@hotmail.com;
04.780.818/0001-25;AFA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;AFA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2002-01-28;;;EM FUNCIONAMENTO NORMAL;2002-01-28;SEDE;Rua Pernambuco;353/5º ANDAR;FUNCIONÁRIOS;BELO HORIZONTE;MG;30130150;31;35468223;ronaldo.pereira@prospercorretora.com.br;
15.342.775/0001-12;AFFARE AGENTE AUTONOMO DE INVESTIMENTO LTDA;AFFARE AGENTE AUTONOMO DE INVESTIMENTO LTDA;2012-07-03;2014-04-14;CANCELAMENTO A PEDIDO;CANCELADA;2014-04-15;SEDE;RUA SEPE TIARAJU;1201;MEDIANEIRA;PORTO ALEGRE;RS;90840360;51;35113126;paulo@affareinvestimentos.com;
19.870.144/0001-27;AFP AGENTE AUTONOMO DE INVESTIMENTOS EIRELI- EPP;AFP AGENTE AUTONOMO DE INVESTIMENTOS EIRELI- EPP;2014-04-16;2019-01-21;CANCELAMENTO A PEDIDO;CANCELADA;2019-01-22;SEDE;Rua Sete de Setembro;43/Com 6 Pv 2;Centro;PINHAIS;PR;83323270;41;99724344;afpagenteautonomo@gmail.com;
12.832.627/0001-98;AFR-AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;AFR-AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2011-01-25;2015-10-21;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-22;SEDE;RUA DR GUILHERME CRISTOFFEL 283647;280  AP 31;SANTANA;SÃO PAULO;SP;2406010;11;29258158;alex.santos@br.icap.com;
08.623.724/0001-01;AFS-AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;AFS-AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2007-03-14;;;EM FUNCIONAMENTO NORMAL;2007-03-14;SEDE;AV.LUIZ IMPARATO    627B;CASA;PARQUE CISPER;SÃO PAULO;SP;3819160;11;65411933;dacio@solucaoassessoria.com.br;
07.754.148/0001-60;AG & TREASURE AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2006-01-18;2012-09-26;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-09-26;SEDE;RUA CONDE D'EU, 176;;BROOKLIN;SÃO PAULO;SP;4738010;11;35133041;luiz.vilera@br.icap.com;
08.211.417/0001-05;AG AGENTE AUTONOMO DE INVESTIMENTO EIRELI;AG AGENTE AUTONOMO DE INVESTIMENTO EIRELI;2006-10-04;;;EM FUNCIONAMENTO NORMAL;2006-10-04;SEDE;AV. GOVERNADOR JOSÉ MALCHER;N° 629/SALA 01;BAIRRO NAZARÉ;BELÉM;PA;66035100;91;32304854;ag@aginvestimentos.com.br;
10.243.618/0001-36;ÁGATA INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2009-02-11;2010-09-21;EXTINÇÃO;CANCELADA;2010-09-21;SEDE;AV. JACINTO F. BARBOSA, 774;;CENTRO;MIGUELÓPOLIS;SP;14530000;16;38355050;dannerrufino@yahoo.com.br;
12.225.725/0001-67;AGB AGENTE AUTONOMO DE INVESTIMENTO LTDA.;;2010-11-04;2013-10-01;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-02;SEDE;RUA MARCOS LOPES, 132;APTO 123;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4513080;11;76668444;hirocon@hirocon.com.br;
03.976.059/0001-08;AGENTE AUTONOMO DE INVESTIMENTOS AAA EIRELI;AGENTE AUTONOMO DE INVESTIMENTOS AAA EIRELI;2005-08-09;2015-05-06;CANCELAMENTO A PEDIDO;CANCELADA;2015-05-07;SEDE;RUA GIRASSOL,;464/APTO 81;VILA MADALENA;SÃO PAULO;SP;5433001;11;38125336;evanyedna@gmail.com;
09.370.492/0001-81;AGENTE AUTONOMO DE INVESTIMENTOS MB LTDA;;2008-09-02;2013-09-09;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-09;SEDE;AV N.S NAVEGANTES;675;ENSEADA DO SUÁ;VITÓRIA;ES;29050912;27;33244816;eu.mafra@hotmail.com;
08.950.470/0001-28;AGENTE AUTONOMO DE INVESTIMENTOS RIO GRANDE EIRELI;AGENTE AUTONOMO DE INVESTIMENTOS RIO GRANDE EIRELI;2007-11-22;2015-01-12;CANCELAMENTO A PEDIDO;CANCELADA;2015-01-12;SEDE;RUA ESTEVAÕ BAIÃO, 583 283647;APTO 62;CAMPO BELO;SÃO PAULO;SP;4624001;11;50522902;aairiogrande@hotmail.com;
29.409.717/0001-73;AGENTES AUTONOMOS DE INVESTIMENTOS RB 123 LTDA;AGENTES AUTONOMOS DE INVESTIMENTOS RB 123 LTDA;2018-02-19;;;EM FUNCIONAMENTO NORMAL;2018-02-19;SEDE;RUA RODRIGO SILVA 26;1901;CENTRO;RIO DE JANEIRO;RJ;20011040;21;25052700;carluzma@gmail.com;
04.936.968/0001-85;AGENTES AUTONOMOS DE INVESTIMENTOS TOPTRADE 123 LTDA;AGENTES AUTONOMOS DE INVESTIMENTOS TOPTRADE 123 LTDA;2002-05-29;2018-10-18;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-19;SEDE;AV RIO BRANCO;123/GRUPO 913;CENTRO;RIO DE JANEIRO;RJ;20040005;21;22216856;awald@distribuidorplanner.com.br;
06.000.229/0001-02;AGG AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2004-01-23;2013-10-01;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-02;SEDE;RUA SANHARÓ, 434;0/;JD GUEDALA;SÃO PAULO;SP;5611060;11;30354160;genesis@rmc.com.br;importacao
21.060.246/0001-29;AGIA AGENTE AUTONOMO DE INVESTIMENTO LTDA;AGIA AGENTE AUTONOMO DE INVESTIMENTO LTDA;2014-11-04;;;EM FUNCIONAMENTO NORMAL;2014-11-04;SEDE;AVENIDA ANÍSIO HADDAD 8001 TORRE ZURICH SALA 02 TÉRREO;;GEORGINA BUSINESS PARK;SÃO JOSÉ DO RIO PRETO;SP;15091751;17;30227813;filipe@agiainvestimentos.com.br;www.agiainvestimentos.com.br
10.630.112/0001-80;ÁGIL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2010-01-05;2012-11-20;CANCELAMENTO A PEDIDO;CANCELADA;2012-11-20;SEDE;RUA SETE DE SETEMBRO Nº 29;;CENTRO;TRÊS PONTAS;MG;37190000;35;32651600;agilinvest@agilinvest.com.br;
